,NAME,DP02_0008PE-%F-led HHs No H,DP02_0010PE-% Non-Fam HHs,DP02_0022PE-%Non Rel in Hs,DP02_0038E-per1000-F-U-RecentPreg,DP02_0046PE-%GPwParent&Gc1-2yrs,DP02_0048PE--%GPwParent&Gc>5yrs,DP02_0060PE-%NoSchDiploma,DP02_0063PE-%AssDeg,DP02_0079PE-% SameHouse_1YrAgo,DP02_0085PE-%LivAbroad1YrAgo,DP02_0088PE-%BornUS,DP02_0112PE-HomeLangNotEng,DP02_0134PE-%IrishAnc,DP03_0009PE-%Unemploy,"DP03_0027PE-%WorkingMgt,Bus,Sc,Arts",DP03_0028PE%WorkingService,DP03_0037PE-Retail,DP03_0040PE-%Fin&Ins,"DP03_0041PE-%ProfSc,Mgt,Admin",DP03_0050PE-%UnpaidFamilyWk,DP03_0052PE-Inc<10k,DP03_0054PE-Inc15-24k,DP03_0058PE-Inc75-99k,DP03_0061PE-Inc200k>,DP03_0066PE-%HHsWithSocSec,DP03_0072PE-%HH Inc with Cash public Ass,DP03_0074PE-%HH Inc with Food Stamps SNAP,DP03_0085PE-%Families Inc>200k,DP03_0097PE-%PHI-Priv,DP03_0098PE-%PHI-Pub,DP03_0099PE-No PHI,DP03_0119PE-% Fam <Pov,DP03_0121PE-%Fam with child U18&U5 <pov,DP03_0126PE-%F-Led Families with u18 <pov,DP04_0002PE-%Occ H U,DP04_0004E-%Ow Vac Rate,DP04_0005E-%Rn Vac Rate,DP04_0013PE-%20+HU,DP04_0017PE-%Built2014+,DP04_0029PE-%2rooms_only_HU,DP04_0039PE-Zero bedrooms,DP04_0046PE-%Owner Occup HU,DP04_0049E-Renter Ave Household size,DP04_0051PE-%moved since 2017+,DP04_0054PE-%moved 2000 to 2009,DP04_0082PE-%Value 50-99k,DP04_0083PE-%Value 100-149k,DP04_0084PE-%Value 150-199k,DP04_0087PE-%Value 500k-1m,DP05_0005PE-%under 5 yrs,DP05_0023PE-%62 yrs+,DP05_0058PE-% w & B or AM,DP05_0061PE-%White & Asian,DP05_0064PE-%White with others,crime,%DP03_0092E-Median Earning Workers,%DP03_0093E-Median Earnings Male FT Workers,%DP03_0094E-Median Earnings Female FT Workers,%DP04_0101E-Med Onwer Monthly Mortgage,%DP04_0134E-Median Gross Rent,%DP05_0070PE-%H&L race,%DP04_0045PE-%Occup HU,%DP02_0015E-Avg HH Size,%DP02_0016E-Avg Fam Size,COUNTYFP,STATEFP,TRACTCE,index,GEOID
280,"Census Tract 15.02, Dallas County, Texas",10.5,49.3,9.6,53.0,0.0,16.8,15.9,5.3,78.4,0.0,62.1,67.7,3.9,3.5,20.3,24.6,11.5,5.1,9.0,0.6,8.3,15.2,12.6,3.4,17.8,2.6,19.7,3.8,30.7,30.7,32.7,19.8,15.7,64.8,87.7,0.0,6.1,10.7,0.4,6.1,13.3,13.1,2.8,9.7,13.9,0.0,40.4,30.3,11.2,4.7,8.6,0.0,0.0,80.9,high,65.62620344826342,57.35141999288218,60.93222104986269,96.03716085441812,67.04586755833394,73.50096548462824,100.0,92.63657957244655,106.35006748352613,113,48,001502,1646,48113001502
281,"Census Tract 22, Dallas County, Texas",1.5,88.1,17.6,21.0,,,4.0,4.1,59.6,0.4,88.3,15.7,9.1,6.2,61.5,12.0,9.5,10.9,15.1,0.0,13.5,7.2,15.9,1.9,24.4,0.7,12.5,0.0,78.3,78.3,8.4,18.6,54.3,47.8,89.4,0.0,4.6,76.4,12.5,21.6,10.7,21.8,1.43,16.6,12.7,4.3,11.1,10.8,13.8,2.3,17.5,0.0,3.3,75.7,high,110.6302031907,122.93500581544184,130.92001299520442,107.40387796037581,108.62470015264955,47.44582871233061,100.0,49.5249406175772,63.75208405007018,113,48,002200,4151,48113002200
282,"Census Tract 24, Dallas County, Texas",10.6,35.1,9.8,35.0,9.0,4.5,19.6,4.3,89.9,0.0,59.7,76.1,2.1,5.6,19.8,25.6,11.4,7.0,12.9,0.0,5.9,19.8,12.7,3.3,35.3,1.3,28.3,3.7,40.4,40.4,33.5,21.3,53.1,79.3,78.8,3.5,6.1,3.5,0.7,9.4,1.3,61.0,2.95,4.3,25.1,27.0,31.8,16.9,1.6,5.6,15.8,0.0,0.0,90.1,high,71.64930291428053,63.62389164465142,59.72947340969097,78.81310483161488,94.67846671997286,57.47335769094357,100.0,108.66983372921615,106.9296318839813,113,48,002400,4152,48113002400
283,"Census Tract 31.01, Dallas County, Texas",3.4,80.2,13.2,0.0,,,0.0,6.5,52.2,0.0,84.2,17.9,11.3,5.8,65.8,11.2,9.3,11.8,33.9,1.2,7.3,3.6,8.5,10.4,5.0,0.4,4.2,23.0,85.0,85.0,10.9,9.5,21.3,73.0,80.2,0.0,11.5,99.2,3.1,23.4,27.0,14.3,1.67,14.7,8.0,0.0,4.9,20.6,5.2,3.5,3.2,1.0,0.8,72.1,high,157.26206765368173,122.05033351311138,147.06153898006718,131.23918781011366,126.20908143732888,73.74754406606955,100.0,51.66270783847981,67.51925265302886,113,48,003101,938,48113003101
284,"Census Tract 34, Dallas County, Texas",21.4,59.8,10.6,37.0,31.6,39.5,16.3,3.2,81.6,0.0,91.0,19.8,3.7,13.5,29.3,30.1,9.5,3.5,24.3,0.0,19.2,9.7,6.0,0.0,33.0,3.5,41.2,0.0,26.5,26.5,24.7,12.1,100.0,0.0,81.6,0.0,9.4,34.2,0.0,5.1,21.4,16.9,3.82,7.2,18.1,29.9,14.9,32.2,0.0,5.9,15.5,0.0,0.0,27.5,high,65.81999686737592,49.17001404940393,67.01355553282401,54.33986698103248,66.526132150905,25.84965462109654,100.0,83.0166270783848,106.9296318839813,113,48,003400,4153,48113003400
285,"Census Tract 39.01, Dallas County, Texas",41.7,35.2,6.7,0.0,32.5,0.0,22.4,3.1,88.6,1.1,95.8,12.8,1.1,8.4,24.9,31.6,14.1,5.9,16.3,0.0,22.0,26.2,11.7,0.0,19.0,3.7,40.3,0.0,26.3,26.3,24.7,46.4,33.3,56.9,86.4,0.0,8.5,2.9,1.8,0.0,2.0,25.8,2.16,6.4,16.6,25.3,11.3,7.7,0.0,10.3,11.2,0.0,0.0,9.4,high,54.59806594463368,43.98887995091938,67.15340990958815,47.61262624485344,77.26733057110319,45.185525049118674,100.0,104.39429928741093,106.35006748352613,113,48,003901,27,48113003901
286,"Census Tract 53, Dallas County, Texas",19.2,23.8,4.8,22.0,11.2,11.8,18.0,5.2,93.7,0.0,65.5,78.5,2.5,9.6,16.4,18.7,11.3,7.1,9.4,0.0,5.7,15.7,12.6,1.5,25.9,0.3,11.8,2.0,48.9,48.9,19.4,19.8,8.2,65.3,98.1,0.0,3.1,1.3,0.0,0.8,3.3,69.5,3.08,6.1,26.6,49.3,24.3,11.3,0.4,6.3,11.5,0.0,0.2,90.5,high,66.43496798402634,58.95216926123831,61.82961996743268,67.50438118027941,83.93726829977466,151.27595971423906,100.0,120.07125890736343,113.01505808876075,113,48,005300,4018,48113005300
287,"Census Tract 54, Dallas County, Texas",21.3,26.3,2.3,77.0,0.0,8.5,17.8,2.7,94.9,0.0,73.6,66.3,1.0,9.1,15.7,21.9,16.1,9.0,7.4,0.0,10.6,8.8,12.8,4.3,29.3,3.0,28.3,5.8,26.7,26.7,35.0,18.3,26.8,55.2,91.1,0.0,10.6,0.5,0.0,0.0,0.0,58.5,3.45,0.0,28.1,48.1,7.9,6.9,1.1,7.3,13.5,0.0,0.0,70.5,high,72.37796617014358,63.71816000473582,85.62817308013297,60.3131928071225,86.88243560853867,128.20031413435714,100.0,128.62232779097386,128.08373250059552,113,48,005400,4491,48113005400
288,"Census Tract 171.02, Dallas County, Texas",26.8,17.9,6.1,179.0,4.4,7.9,23.2,4.4,91.2,0.8,67.3,62.8,4.3,8.9,8.7,25.6,8.7,2.5,7.7,0.0,6.6,10.7,10.9,1.4,21.1,4.2,21.9,1.7,33.9,33.9,28.5,18.9,15.5,52.8,95.7,0.0,0.0,0.0,2.0,0.0,2.5,72.8,3.5,2.5,40.7,44.8,18.4,11.1,0.0,8.9,10.7,1.0,0.0,70.3,high,61.19996175573349,57.87896023873906,64.68264925342143,63.85079353907872,88.00852899130139,120.63857097015722,100.0,126.48456057007124,111.5661470876228,113,48,017102,4638,48113017102
289,"Census Tract 176.02, Dallas County, Texas",26.2,12.9,5.2,0.0,19.7,6.6,13.3,13.3,82.2,1.0,81.7,46.9,2.1,3.3,25.3,9.7,9.9,2.6,23.5,0.0,3.4,12.1,5.8,3.7,27.6,4.2,16.5,2.9,48.3,48.3,15.0,19.4,46.3,57.6,90.1,3.8,22.1,0.0,0.0,0.0,0.0,81.0,3.65,1.1,36.2,40.2,44.7,7.4,0.0,5.8,11.5,0.0,1.2,67.8,low,74.47868683332328,67.89497349770586,83.40215758330352,62.748917901256284,91.5600542753992,85.4189302542912,100.0,131.1163895486936,111.85592928785036,113,48,017602,3582,48113017602
290,"Census Tract 178.05, Dallas County, Texas",16.9,36.1,4.1,81.0,0.0,5.2,18.0,11.8,85.9,0.0,85.9,31.6,8.3,5.5,23.8,34.0,6.8,7.7,9.4,0.0,4.7,10.0,8.3,0.5,28.1,1.0,16.6,0.8,49.1,49.1,18.9,13.5,34.5,24.3,93.6,0.0,4.3,3.8,0.0,0.0,0.6,52.7,2.65,7.9,24.4,28.7,34.1,33.4,0.0,9.2,16.0,0.0,0.0,69.2,low,62.04231715080923,65.60896576565932,57.16314559606872,74.23162191645845,84.1105134355843,101.32324875725521,100.0,92.28028503562945,96.49747267578805,113,48,017805,3343,48113017805
291,"Census Tract 106.01, Dallas County, Texas",21.3,15.7,3.8,125.0,13.1,12.2,18.1,1.5,84.7,0.0,65.3,75.9,1.1,7.8,11.5,24.4,10.3,6.9,10.3,0.0,4.6,15.0,11.5,0.8,23.8,0.9,14.9,0.9,46.0,46.0,26.8,15.3,0.0,18.8,95.4,0.0,4.0,0.0,1.5,1.5,0.8,69.7,4.24,3.6,26.0,40.3,22.1,9.1,0.0,7.9,10.6,1.6,0.0,88.9,high,66.64943270117753,56.251018174204724,67.13942447191175,63.50283281134532,91.73329941120883,126.78248729106969,100.0,145.0118764845606,129.24286130150588,113,48,010601,1893,48113010601
292,"Census Tract 106.02, Dallas County, Texas",48.3,14.2,3.1,137.0,5.8,49.7,19.5,3.8,94.8,0.1,79.6,61.5,0.1,6.1,18.1,23.6,6.5,6.9,14.1,0.0,22.8,8.2,2.7,1.0,16.3,1.0,35.2,1.2,34.3,34.3,22.6,36.2,22.4,54.5,87.7,0.0,5.4,1.8,0.0,3.0,1.3,49.2,3.75,3.7,27.9,44.2,25.2,4.9,0.0,14.6,8.4,0.0,0.0,63.7,high,56.280192822530346,65.60715291258077,52.34749322282302,71.21596227610232,30.66438903830777,62.487122180250076,100.0,125.05938242280286,110.11723608648481,113,48,010602,411,48113010602
293,"Census Tract 109.02, Dallas County, Texas",39.4,40.2,2.5,56.0,0.0,0.0,10.3,2.1,90.2,0.2,93.8,13.2,0.0,8.4,26.5,25.4,12.1,3.5,8.2,0.5,18.6,15.1,3.9,1.6,18.2,0.0,30.8,1.8,42.7,42.7,20.0,30.2,57.4,46.9,89.6,0.0,11.9,11.0,0.9,3.3,3.3,27.4,3.36,5.3,22.0,12.6,63.9,20.4,0.0,13.3,8.2,1.4,0.6,12.6,high,57.461040722989296,56.72961138694088,63.995031900997674,78.11718337614808,69.99103486709795,171.98856055530845,100.0,97.98099762470311,110.69680048694002,113,48,010902,471,48113010902
294,"Census Tract 113, Dallas County, Texas",31.4,35.0,1.8,10.0,0.0,29.0,8.3,7.3,92.7,0.2,93.5,10.4,0.5,7.4,17.5,29.6,8.3,6.7,4.5,0.0,12.7,10.0,11.1,0.9,38.7,2.5,19.6,1.3,54.8,54.8,19.5,21.7,51.1,25.8,93.3,0.0,10.4,6.1,0.6,0.3,0.0,63.3,2.35,1.8,18.4,61.6,17.4,6.4,0.8,2.8,22.6,0.2,0.0,11.3,high,78.40623346067035,73.43505250574253,84.17135665550636,59.443290987789,90.78045116425577,102.92600953662368,100.0,88.00475059382424,92.44052187260176,113,48,011300,4984,48113011300
295,"Census Tract 122.09, Dallas County, Texas",10.7,43.6,9.4,0.0,0.0,0.0,6.0,8.1,91.2,0.0,86.3,26.7,4.0,4.0,36.5,14.4,12.8,11.9,15.7,0.0,5.8,8.7,20.3,9.4,27.5,1.3,9.1,12.3,63.6,63.6,18.8,8.1,21.9,55.6,89.4,0.0,5.1,5.3,0.0,1.1,0.0,50.7,2.65,6.0,25.9,0.9,10.8,11.8,0.0,8.0,18.3,1.1,0.7,67.4,low,91.52475597846045,76.65286672016174,86.45331390304148,122.13421543442304,85.23660681834701,61.3569703486441,100.0,91.92399049881234,97.946383676926,113,48,012209,3243,48113012209
296,"Census Tract 128, Dallas County, Texas",8.7,36.8,5.5,71.0,0.0,0.0,5.9,3.1,92.2,1.4,82.4,28.4,5.4,3.2,45.1,13.7,12.3,6.1,23.2,0.0,3.3,5.4,12.3,10.9,30.1,0.0,2.1,16.5,61.9,61.9,20.4,9.3,4.9,0.0,94.2,4.5,2.5,0.0,0.0,0.0,0.0,73.9,2.27,5.2,25.9,9.9,18.3,11.0,5.0,8.4,24.1,1.3,0.4,90.1,high,128.71500506228028,93.24228524193643,131.53770315924606,96.32712812752928,94.93833442368734,146.20055057957225,100.0,81.94774346793348,82.8777092650912,113,48,012800,3284,48113012800
297,"Census Tract 138.04, Dallas County, Texas",15.7,29.3,5.3,2.0,13.1,20.4,6.5,6.1,83.9,0.5,83.9,38.7,9.4,1.4,31.0,25.5,11.4,9.2,12.4,0.0,1.5,6.8,13.9,7.1,34.6,0.8,9.6,9.0,60.7,60.7,20.4,5.7,0.0,37.8,95.4,1.9,11.9,1.3,0.0,0.6,0.7,74.5,2.81,4.3,25.7,6.3,20.9,21.2,1.5,9.4,19.1,0.0,1.7,77.9,low,83.0340203090773,90.91458188908337,86.71437540633457,93.42745539641764,100.39555620169122,80.8572264976271,100.0,104.75059382422802,102.00333448011229,113,48,013804,4265,48113013804
298,"Census Tract 153.04, Dallas County, Texas",22.3,28.2,6.9,73.0,0.0,57.7,22.9,8.2,97.5,0.0,63.9,62.1,5.1,5.3,13.3,19.9,25.7,7.6,7.2,0.4,0.9,25.0,11.4,0.8,31.2,6.6,18.5,1.1,48.5,48.5,26.0,15.9,0.0,48.8,96.9,2.6,0.0,0.0,4.0,0.0,0.0,85.8,3.12,0.0,36.1,13.9,9.2,15.7,0.0,9.2,13.4,0.0,0.0,66.1,low,71.17386305939112,63.991900819596275,71.96673137655449,69.0702044550797,98.14336943616584,76.45990846192387,100.0,113.65795724465558,108.66832508534686,113,48,015304,1609,48113015304
299,"Census Tract 27.02, Dallas County, Texas",17.2,42.6,9.2,0.0,9.2,15.4,19.3,6.9,86.8,2.3,90.6,20.0,0.0,7.7,12.4,29.1,11.6,7.7,12.0,0.0,23.4,14.4,7.5,0.0,32.4,3.3,45.5,0.0,33.0,33.0,19.7,10.8,9.7,18.8,76.2,3.8,4.5,2.3,0.0,0.0,1.2,34.3,2.7,6.1,17.5,40.5,12.6,6.5,14.9,6.8,18.3,0.7,0.0,18.0,high,66.18691240756229,58.18895811517043,62.32610300494543,68.43227645423515,71.03050568195584,36.123762181150816,100.0,99.76247030878858,106.9296318839813,113,48,002702,1649,48113002702
300,"Census Tract 165.09, Dallas County, Texas",26.5,19.6,1.2,23.0,5.8,4.5,6.2,6.4,95.0,0.0,87.8,26.0,5.7,6.4,33.3,15.6,15.6,8.4,9.4,0.0,3.4,3.7,20.7,2.3,36.0,0.5,11.6,2.9,62.1,62.1,9.9,5.9,7.6,6.5,95.6,0.0,0.0,0.4,1.1,0.0,0.4,78.2,2.87,2.1,29.4,20.6,29.3,30.2,0.8,5.6,22.5,0.3,0.0,62.3,low,79.78087478024179,80.79342315156086,88.6420348994005,84.03251574761586,95.37144726321144,114.0425939166024,100.0,102.6128266033254,95.33834387487768,113,48,016509,1186,48113016509
301,"Census Tract 12.04, Dallas County, Texas",21.0,22.2,8.7,0.0,0.0,11.8,15.6,1.1,95.3,0.0,60.1,91.6,0.3,4.3,13.1,27.7,18.6,2.9,10.5,0.0,6.9,8.5,13.0,0.7,12.9,0.6,23.7,0.0,23.9,23.9,41.1,22.5,,48.6,94.3,3.3,0.0,0.0,0.0,2.3,0.0,45.1,5.48,4.8,24.4,41.7,40.8,7.8,0.0,3.8,7.8,0.0,0.1,91.2,low,62.73997345961431,53.091215258298995,66.25368008573878,66.22852517859027,83.24428775653607,68.8159724372435,100.0,168.52731591448932,152.7152195199408,113,48,001204,4037,48113001204
302,"Census Tract 52, Dallas County, Texas",20.9,20.9,10.6,42.0,7.7,15.4,18.0,4.2,94.1,0.2,62.6,73.2,1.6,8.7,16.5,24.5,7.7,4.4,12.1,0.9,4.0,6.0,11.1,2.8,12.6,1.3,13.7,2.2,41.8,41.8,31.5,14.1,30.8,15.9,88.1,2.7,4.6,2.4,0.0,2.7,2.1,63.3,3.53,5.8,27.2,33.9,9.3,18.5,1.2,7.7,11.8,0.0,0.2,89.5,high,75.83524076711092,55.504122705843756,77.54692100944425,83.0466270190379,81.85832667005887,102.30956308302042,100.0,135.39192399049878,117.07200889194704,113,48,005200,28,48113005200
303,"Census Tract 130.04, Dallas County, Texas",1.9,34.1,1.0,0.0,13.5,43.2,3.3,2.3,88.6,0.0,94.6,6.3,12.2,1.2,67.1,5.6,8.6,15.2,30.6,0.0,6.2,5.0,9.8,29.1,30.4,0.0,2.5,41.0,90.4,90.4,5.2,4.9,0.0,0.0,97.4,0.0,4.7,15.2,5.6,2.8,4.4,74.7,2.71,6.1,37.0,0.0,1.0,3.3,27.9,8.7,21.5,0.0,0.8,93.9,high,232.68646637227408,233.65682044071912,202.3855995216873,159.6559805750079,127.33517482009157,138.26893954321037,100.0,87.29216152019,91.57117527191895,113,48,013004,795,48113013004
304,"Census Tract 165.19, Dallas County, Texas",11.9,12.8,2.6,13.0,0.0,0.0,6.5,2.9,93.3,1.3,80.9,40.2,5.1,3.1,42.9,12.7,9.1,5.1,13.1,1.2,2.1,8.5,21.6,4.8,43.5,0.0,6.2,5.0,62.9,62.9,15.7,3.4,0.0,0.0,96.7,0.6,0.0,0.0,0.0,0.0,0.0,85.3,2.86,3.4,24.8,2.1,39.2,37.0,0.0,7.7,26.2,2.0,0.2,78.9,low,82.9203281698646,86.6435000360289,93.30151655192623,87.91807720730547,122.13782074580212,49.06913770681919,100.0,109.73871733966749,95.62812607510523,113,48,016519,804,48113016519
305,"Census Tract 175, Dallas County, Texas",14.6,22.5,2.3,12.0,0.0,0.0,4.9,5.1,85.8,1.1,83.7,29.7,10.1,7.3,29.3,17.9,9.1,5.5,6.3,0.0,6.2,6.7,11.6,2.0,28.0,1.0,12.5,2.6,64.5,64.5,15.0,8.3,42.2,58.0,95.0,0.0,17.9,0.4,0.0,0.0,0.0,80.2,2.67,0.5,21.4,21.2,35.7,23.9,0.7,8.3,18.4,2.8,0.2,80.1,low,83.13996071152549,89.91932554896157,100.59725320645627,76.89932082908119,98.57648227568994,69.24748495476578,100.0,96.1995249406176,90.122264270781,113,48,017500,2332,48113017500
306,"Census Tract 76.01, Dallas County, Texas",5.0,24.6,1.3,0.0,0.0,0.0,4.8,2.5,85.3,1.1,81.1,22.5,8.1,1.5,75.6,2.6,6.8,13.2,25.0,0.0,1.4,1.7,4.5,38.8,30.7,0.6,2.7,43.7,87.4,87.4,4.9,1.7,0.0,0.0,92.5,0.0,0.0,0.0,0.5,0.0,0.0,81.1,2.64,9.4,27.9,0.0,2.6,11.0,28.2,4.6,26.7,0.0,3.1,88.2,low,177.80675399186356,228.25451826665198,167.9627755874701,212.66199809972903,144.83293353686602,40.336146280773065,100.0,90.49881235154396,86.93466006827751,113,48,007601,970,48113007601
307,"Census Tract 91.03, Dallas County, Texas",23.9,21.8,2.5,98.0,17.1,4.8,12.5,3.7,97.2,0.0,68.9,69.0,0.5,2.9,16.5,20.3,12.5,4.8,4.9,0.0,8.0,17.4,12.6,1.6,19.0,1.2,15.5,2.0,30.7,30.7,30.0,25.3,29.2,35.5,97.2,0.0,3.1,1.1,0.0,0.0,0.0,52.9,3.6,8.5,25.2,54.3,28.3,5.4,1.4,8.6,10.1,0.0,0.0,70.3,low,77.19179470089854,57.98229286421618,72.68231960433107,61.705035718056095,77.35395313900801,76.8092281189657,100.0,122.56532066508316,116.20266229126426,113,48,009103,996,48113009103
308,"Census Tract 94.02, Dallas County, Texas",7.2,41.9,6.1,42.0,0.0,24.3,1.7,1.4,83.4,0.0,92.8,11.7,11.5,1.9,61.8,12.3,9.0,16.1,15.3,0.0,4.1,3.5,9.5,21.0,29.0,0.0,0.8,30.0,82.7,82.7,4.6,4.5,22.2,36.1,88.4,3.2,20.0,0.6,2.4,0.7,5.6,83.4,2.1,0.7,27.2,2.6,0.0,2.6,23.3,8.6,28.3,0.0,0.0,96.5,low,192.0983726733481,182.57968495268472,187.12049429787987,137.50248090931484,141.19478568486346,49.233523427780064,100.0,73.75296912114013,75.92293645962901,113,48,009402,4302,48113009402
309,"Census Tract 96.10, Dallas County, Texas",17.2,28.9,13.7,155.0,15.9,0.0,21.3,4.0,85.3,3.2,39.1,86.8,1.1,1.8,5.8,34.7,7.4,1.8,26.8,0.0,1.1,24.0,4.8,0.0,6.4,0.0,19.6,0.0,11.5,11.5,56.9,28.8,16.4,37.2,90.3,,8.7,17.0,0.0,29.1,5.9,0.0,,6.2,10.0,,,,,11.0,2.5,0.0,0.0,93.0,high,53.51282279760356,46.632019739439485,47.99569119917841,,78.22017881805625,101.83695413525793,100.0,125.05938242280286,111.85592928785036,113,48,009610,506,48113009610
310,"Census Tract 98.02, Dallas County, Texas",11.7,23.6,5.6,43.0,0.0,6.9,19.2,1.8,88.5,0.7,49.1,83.1,0.8,5.5,9.2,28.2,10.9,5.6,11.1,0.2,3.3,13.3,10.2,0.6,18.9,0.6,13.8,0.8,32.7,32.7,46.0,9.3,12.2,20.0,93.9,0.0,3.1,27.8,0.0,23.8,5.4,50.8,3.79,5.2,27.8,33.9,34.1,14.4,0.0,7.5,8.1,0.0,0.1,90.2,high,62.019061940515726,53.963197589079634,58.61530020813653,68.5482633634796,65.74652903976157,130.66609994877018,100.0,121.49643705463184,113.01505808876075,113,48,009802,4303,48113009802
311,"Census Tract 107.03, Dallas County, Texas",22.2,16.8,7.4,49.0,0.0,44.3,19.9,4.1,90.5,0.0,59.9,80.2,0.1,5.0,13.8,19.6,9.6,0.9,10.0,0.0,3.0,18.4,4.9,1.3,15.1,2.1,17.5,1.6,36.5,36.5,34.2,22.4,26.7,54.6,90.1,0.0,2.7,3.1,0.0,0.0,1.3,53.1,3.46,5.8,17.3,49.3,44.0,4.4,0.0,10.1,10.2,0.0,0.0,78.7,high,63.41437455812587,56.08967425021413,64.7479146292447,69.88211281979096,84.63024884301325,61.54190428472508,100.0,130.0475059382423,111.85592928785036,113,48,010703,3699,48113010703
312,"Census Tract 11.02, Dallas County, Texas",2.9,56.3,11.6,0.0,0.0,0.0,0.0,2.8,85.1,0.0,95.3,7.4,10.4,2.8,66.7,4.3,11.0,19.9,21.7,0.0,4.7,5.0,12.5,31.7,14.0,0.6,2.1,57.3,92.9,92.9,3.8,2.2,0.0,0.0,97.5,4.1,0.0,7.3,1.0,6.8,4.9,58.1,2.46,6.6,24.0,1.3,1.1,1.7,42.0,9.2,10.3,0.6,0.7,95.9,low,179.3726048182927,182.04126758835656,160.38266836685293,196.71379807861493,140.76167284533938,52.48014141675721,100.0,73.75296912114013,84.32662026622918,113,48,001102,1645,48113001102
313,"Census Tract 15.03, Dallas County, Texas",10.2,67.9,15.6,0.0,0.0,52.9,13.8,4.6,77.5,0.6,61.9,61.2,3.7,7.8,21.9,26.2,7.7,3.7,14.0,0.0,18.6,18.2,8.4,0.6,24.3,0.7,27.9,0.0,25.4,25.4,38.7,48.8,86.0,79.6,78.6,0.0,6.2,47.0,0.6,40.5,7.6,4.2,4.02,7.4,14.2,34.0,0.0,26.4,0.0,5.0,11.9,0.0,0.6,71.1,high,55.95720379067615,48.16750629696799,70.65676204753024,,62.368248891473435,60.35010780775878,100.0,79.09738717339668,108.08876068489172,113,48,001503,759,48113001503
314,"Census Tract 18, Dallas County, Texas",2.0,88.5,21.1,18.0,,,0.0,1.9,46.6,3.7,86.1,16.5,11.6,2.3,68.5,4.9,9.7,10.1,26.8,0.0,3.5,2.8,14.8,11.6,2.0,0.0,1.1,20.7,88.3,88.3,6.8,0.0,0.0,0.0,84.9,0.0,6.1,94.2,10.3,28.8,12.9,4.8,1.74,20.8,3.7,22.4,0.0,0.0,6.9,1.1,4.3,0.0,0.8,86.3,high,162.12499051727855,143.5942794985524,142.82395136411336,129.0354365344688,145.09280124058054,108.0219668864106,100.0,51.66270783847981,64.33164845052536,113,48,001800,1082,48113001800
315,"Census Tract 37, Dallas County, Texas",25.6,42.9,5.0,79.0,0.0,26.3,16.3,3.5,88.4,0.0,84.1,28.3,0.0,11.9,13.1,28.9,14.2,1.0,12.9,0.0,17.9,19.7,4.3,1.0,38.3,3.6,36.9,0.0,25.6,25.6,30.1,31.2,59.2,68.6,80.0,0.0,0.0,2.7,0.5,0.0,0.0,40.6,2.51,6.3,12.7,45.1,13.0,8.6,1.6,9.8,21.1,0.0,0.0,33.0,high,53.19500159025904,50.86140597168738,59.1257686833257,57.76148080374424,63.840832545855434,68.343363489481,100.0,91.56769596199524,102.00333448011229,113,48,003700,5219,48113003700
316,"Census Tract 38, Dallas County, Texas",32.0,32.3,3.9,169.0,30.0,0.0,18.8,3.2,96.8,0.0,91.2,18.4,0.0,8.4,18.4,25.1,12.9,1.5,4.5,0.3,17.7,6.6,10.4,0.0,33.5,3.0,39.5,0.0,26.6,26.6,28.6,24.0,0.0,46.3,82.1,0.0,1.8,5.8,0.7,0.5,5.9,42.9,2.18,3.7,18.4,60.8,0.0,0.0,0.0,11.8,15.8,0.0,0.0,15.1,high,57.42744986367645,53.02595254747134,58.77846364769472,49.46841679276489,69.90441229919314,47.03486440992845,100.0,93.34916864608076,93.88943287373972,113,48,003800,4154,48113003800
317,"Census Tract 45, Dallas County, Texas",10.9,25.6,7.5,44.0,0.0,12.4,21.9,1.5,94.8,0.0,69.7,68.4,2.0,3.1,20.7,20.3,7.6,8.7,12.0,0.0,8.7,8.7,16.9,2.2,25.7,0.9,11.3,1.6,41.5,41.5,33.5,19.6,0.0,24.4,87.3,3.0,4.8,20.2,2.4,1.8,2.1,58.0,3.5,2.2,23.2,17.2,22.3,17.4,1.4,9.6,9.0,0.0,0.3,90.0,high,74.78358847939364,66.06399188837439,63.3820035495148,86.12028011401625,78.91315936129484,134.94012869375277,100.0,127.90973871733965,119.39026649376778,113,48,004500,1650,48113004500
318,"Census Tract 50, Dallas County, Texas",15.6,20.2,4.6,8.0,0.0,12.4,16.1,2.3,91.1,3.3,60.6,72.8,1.5,7.7,24.9,15.2,6.1,8.7,9.7,0.0,5.2,16.1,14.5,0.8,30.0,3.3,17.6,1.1,39.0,39.0,30.9,10.8,0.0,22.0,89.9,0.0,5.9,11.7,0.0,0.8,3.6,59.7,3.6,1.3,25.0,40.6,10.4,25.5,0.0,3.5,13.0,0.0,0.0,87.5,high,67.7630988830108,57.46562973683057,74.90367328860172,62.574937537389594,81.25196869472511,76.58319775264452,100.0,121.85273159144894,111.2763648873952,113,48,005000,1414,48113005000
